Time (sec),X Position (meters),Y Position (meters)
000
0.10.52.95095
0.215.8038
0.31.58.55855
0.4211.2152
0.52.513.7737
0.6316.2342
0.73.518.5966
0.8420.8608
0.94.523.0269
1525.095
1.15.527.0649
1.2628.9368
1.36.530.7105
1.4732.3862
1.57.533.9638
1.6835.4432
1.78.536.8246
1.8938.1078
1.99.539.293
21040.38
2.110.541.369
2.21142.2598
2.311.543.0526
2.41243.7472
2.512.544.3438
2.61344.8422
2.713.545.2426
2.81445.5448
2.914.545.749
31545.855
3.115.545.8629
3.21645.7728
3.316.545.5845
3.41745.2982
3.517.544.9137
3.61844.4312
3.718.543.8505
3.81943.1718
3.919.542.3949
42041.52
4.120.540.5469
4.22139.4758
4.321.538.3066
4.42237.0392
4.522.535.6737
4.62334.2102
4.723.532.6486
4.82430.9888
4.924.529.2309
52527.375
5.125.525.421
5.22623.3688
5.326.521.2186
5.42718.9702
5.527.516.6238
5.62814.1792
5.728.511.6366
5.8298.9958
5.929.56.25695
6303.42
6.130.50.48495
6.231-2.5482
6.331.5-5.67945
6.432-8.9088
6.532.5-12.2362
6.633-15.6618
6.733.5-19.1854
6.834-22.8072
6.934.5-26.527
735-30.345
7.135.5-34.261
7.236-38.2752
7.336.5-42.3874
7.437-46.5978
7.537.5-50.9062
7.638-55.3128
7.738.5-59.8174
7.839-64.4202
7.939.5-69.121
840-73.92
8.140.5-78.817
8.241-83.8122
8.341.5-88.9054
8.442-94.0968
8.542.5-99.3862
8.643-104.774
8.743.5-110.259
8.844-115.843
8.944.5-121.525
945-127.305
9.145.5-133.183
9.246-139.159
9.346.5-145.233
9.447-151.406
9.547.5-157.676
9.648-164.045
9.748.5-170.511
9.849-177.076
9.949.5-183.739
1050-190.5
